735117,20120906,     1,  1,  34,     4, -1,  10
735124,20120913,     5, -1,  23,     6,  1,  13
735146,20121005,     7,  1,  14,     4, -1,  13
735147,20121006,     8,  1,  37,     6, -1,  28
735147,20121006,     5,  1,  19,     2, -1,   3
735154,20121013,     8, -1,  17,     2,  1,  14
735154,20121013,     5,  1,  23,     7, -1,  15
735154,20121013,     3, -1,  45,     4,  1,  35
735160,20121019,     7,  1,  40,     2, -1,  10
735161,20121020,     5, -1,  35,     8,  1,  10
735161,20121020,     3,  1,  27,     6, -1,  25
735167,20121026,     3,  1,  34,     1, -1,  31
735168,20121027,     4,  1,  47,     8, -1,  17
735168,20121027,     7, -1,  37,     6,  1,  36
735175,20121103,     1,  1,  35,     7, -1,  24
735175,20121103,     3,  1,  45,     8, -1,  17
735175,20121103,     6,  1,  13,     2, -1,   6
735181,20121109,     2,  1,  24,     4, -1,  17
735182,20121110,     1, -1,  34,     8,  1,  10
735182,20121110,     7,  1,  45,     3, -1,  26
735189,20121117,     5, -1,  10,     1,  1,   3
735195,20121123,     1,  1,  27,     6, -1,  10
735195,20121123,     7, -1,  38,     8,  1,  20
735196,20121124,     2, -1,  23,     3,  1,  20
735196,20121124,     4,  1,  27,     5, -1,   6
735201,20121129,     3, -1,  20,     5,  1,  17
735203,20121201,     4, -1,  27,     6,  1,   3
735203,20121201,     1, -1,  34,     2,  1,  17
