729631,19970830,     7, -1,  59,     4,  1,  19
729638,19970906,     6,  1,  28,     1, -1,  21
729645,19970913,     1,  1,  31,     8, -1,  24
729645,19970913,     7,  1,  31,     5, -1,   3
729650,19970918,     3,  1,  21,     2, -1,  17
729652,19970920,     1, -1,  35,     4,  1,  21
729652,19970920,     7, -1,  23,     6,  1,  13
729659,19970927,     8, -1,  28,     2,  1,  17
729666,19971004,     6,  1,  17,     3, -1,  13
729666,19971004,     8,  1,  48,     4, -1,   0
729671,19971009,     5, -1,  50,     4,  1,   3
729673,19971011,     7,  1,  17,     1, -1,   7
729680,19971018,     2, -1,  45,     1,  1,  44
729680,19971018,     5,  1,  60,     6, -1,   7
729687,19971025,     2,  1,  47,     6, -1,  15
729687,19971025,     3, -1,  55,     4,  1,  48
729687,19971025,     8,  1,  30,     7, -1,  17
729694,19971101,     1,  1,  22,     3, -1,  21
729694,19971101,     5,  1,  40,     8, -1,  10
729694,19971101,     6,  1,  49,     4, -1,   7
729701,19971108,     5,  1,  20,     1, -1,  13
729701,19971108,     7,  1,  27,     2, -1,  25
729708,19971115,     2,  1,  51,     4, -1,  23
729708,19971115,     5, -1,  32,     3,  1,  27
729708,19971115,     8,  1,  41,     6, -1,  21
729715,19971122,     3,  1,  30,     7, -1,  23
729721,19971128,     3, -1,  41,     8,  1,  38
729722,19971129,     5, -1,  33,     2,  1,  13
