733306,20070922,     7, -1,  38,     3,  1,  35
733306,20070922,     2, -1,  34,     4,  1,  14
733312,20070928,     6,  1,  21,     8, -1,  13
733320,20071006,     1, -1,  28,     5,  1,  23
733320,20071006,     8, -1,  55,     7,  1,  14
733327,20071013,     3, -1,  28,     1,  1,  24
733327,20071013,     5, -1,  38,     7,  1,  14
733332,20071018,     5,  1,  30,     6, -1,  27
733333,20071019,     2,  1,  21,     3, -1,  17
733334,20071020,     4,  1,  24,     1, -1,  17
733341,20071027,     2,  1,  22,     6, -1,  15
733341,20071027,     3,  1,  24,     4, -1,  17
733341,20071027,     8, -1,  31,     5,  1,   3
733348,20071103,     2,  1,  38,     5, -1,  19
733348,20071103,     4,  1,  20,     7, -1,  17
733348,20071103,     1, -1,  38,     6,  1,  33
733353,20071108,     8,  1,  38,     3, -1,  31
733355,20071110,     1,  1,  27,     2, -1,   3
733355,20071110,     6, -1,  41,     7,  1,  10
733362,20071117,     8, -1,  28,     1,  1,  23
733362,20071117,     2,  1,  30,     7, -1,   7
733362,20071117,     5,  1,  20,     4, -1,  16
733362,20071117,     6,  1,  55,     3, -1,  17
733369,20071124,     6, -1,  48,     4,  1,  37
733369,20071124,     1, -1,  52,     7,  1,  31
733369,20071124,     8,  1,  66,     2, -1,  21
733374,20071129,     3,  1,  41,     5, -1,  38
733376,20071201,     4, -1,  13,     8,  1,   9
