732558,20050904,     8, -1,  15,     7,  1,   7
732578,20050924,     6,  1,  45,     3, -1,  14
732584,20050930,     5,  1,  37,     4, -1,  29
732591,20051007,     2,  1,  26,     7, -1,   7
732592,20051008,     4,  1,  38,     1, -1,  20
732592,20051008,     8, -1,  27,     5,  1,  14
732599,20051015,     1,  1,  28,     2, -1,  17
732599,20051015,     4,  1,  31,     6, -1,  17
732599,20051015,     5, -1,  31,     7,  1,   9
732599,20051015,     8,  1,  46,     3, -1,  44
732606,20051022,     3, -1,  46,     1,  1,  22
732606,20051022,     5, -1,  26,     2,  1,  24
732606,20051022,     4,  1,  34,     7, -1,  17
732613,20051029,     1, -1,  22,     7,  1,  16
732617,20051102,     8,  1,  45,     2, -1,  13
732618,20051103,     3,  1,  42,     4, -1,  20
732620,20051105,     6, -1,  45,     5,  1,  31
732624,20051109,     8, -1,  38,     1,  1,   0
732626,20051111,     3,  1,  56,     5, -1,   5
732627,20051112,     4,  1,  24,     2, -1,   0
732627,20051112,     6, -1,  27,     7,  1,   0
732634,20051119,     6,  1,  31,     1, -1,  16
732639,20051124,     8,  1,  45,     4, -1,  13
732641,20051126,     2,  1,  15,     6, -1,  10
732641,20051126,     3,  1,  41,     7, -1,  17
732641,20051126,     5,  1,  44,     1, -1,   9
732648,20051203,     8, -1,  28,     6,  1,  13
732648,20051203,     3, -1,  30,     2,  1,  20
