729267,19960831,     8, -1,  34,     3,  1,   0
729279,19960912,     2, -1,  33,     4,  1,   0
729281,19960914,     7, -1,  45,     1,  1,   7
729288,19960921,     7,  1,  30,     4, -1,  14
729295,19960928,     2,  1,  45,     3, -1,   0
729295,19960928,     5,  1,  52,     7, -1,  21
729302,19961005,     3,  1,  53,     6, -1,  52
729302,19961005,     5,  1,  42,     4, -1,   0
729302,19961005,     8,  1,  34,     1, -1,  17
729309,19961012,     5,  1,  55,     3, -1,   7
729309,19961012,     7,  1,  38,     6, -1,   0
729316,19961019,     1,  1,  37,     4, -1,  13
729316,19961019,     8, -1,  30,     6,  1,  10
729323,19961026,     2, -1,  10,     8,  1,   7
729323,19961026,     4,  1,  28,     6, -1,  17
729323,19961026,     5, -1,  45,     1,  1,  17
729323,19961026,     7,  1,  34,     3, -1,  17
729328,19961031,     3,  1,  20,     1, -1,  13
729330,19961102,     2, -1,  57,     6,  1,  26
729330,19961102,     5, -1,  30,     8,  1,   7
729337,19961109,     8, -1,  55,     4,  1,  14
729344,19961116,     1,  1,  21,     6, -1,  20
729344,19961116,     7, -1,  21,     2,  1,   7
729351,19961123,     2,  1,  43,     1, -1,  26
729351,19961123,     5, -1,  36,     6,  1,  15
729351,19961123,     7,  1,  31,     8, -1,  14
729358,19961130,     2, -1,  38,     5,  1,  31
729358,19961130,     3,  1,  24,     4, -1,   9
