731472,20020914,     2, -1,  44,     6,  1,  21
731479,20020921,     2,  1,  38,     1, -1,   6
731479,20020921,     3,  1,  23,     4, -1,   3
731493,20021005,     3, -1,  48,     5,  1,  24
731498,20021010,     7, -1,  28,     1,  1,  23
731500,20021012,     6,  1,  17,     5, -1,  16
731500,20021012,     8, -1,  40,     4,  1,   0
731507,20021019,     7,  1,  35,     4, -1,  14
731507,20021019,     8,  1,  34,     5, -1,   7
731514,20021026,     2, -1,  40,     8,  1,  23
731514,20021026,     3,  1,  19,     1, -1,  16
731514,20021026,     5,  1,  45,     4, -1,  14
731514,20021026,     7,  1,  20,     6, -1,  10
731521,20021102,     2, -1,  42,     4,  1,  17
731521,20021102,     3, -1,  28,     7,  1,  21
731521,20021102,     8, -1,  46,     6,  1,  20
731528,20021109,     3,  1,  29,     6, -1,  22
731528,20021109,     5,  1,  50,     7, -1,  42
731528,20021109,     8,  1,  24,     1, -1,  14
731535,20021116,     1,  1,  41,     5, -1,  20
731535,20021116,     6, -1,  20,     4,  1,  17
731539,20021120,     8, -1,  21,     7,  1,  18
731540,20021121,     2,  1,  28,     3, -1,  21
731542,20021123,     1, -1,  36,     6,  1,  14
731549,20021130,     1,  1,  44,     4, -1,  14
731549,20021130,     2, -1,  49,     5,  1,   7
731549,20021130,     8, -1,  24,     3,  1,  17
731556,20021207,     2,  1,  56,     7, -1,  45
