733676,20080926,     2, -1,  26,     3,  1,  21
733677,20080927,     4, -1,  34,     7,  1,  24
733682,20081002,     4, -1,  26,     6,  1,  21
733684,20081004,     8,  1,  24,     5, -1,  17
733691,20081011,     1,  1,  13,     5, -1,  10
733691,20081011,     8,  1,  17,     7, -1,   6
733698,20081018,     5,  1,  12,     2, -1,  10
733698,20081018,     6,  1,  45,     7, -1,  13
733705,20081025,     2,  1,  40,     1, -1,  16
733705,20081025,     3,  1,  24,     6, -1,  20
733705,20081025,     5, -1,  54,     4,  1,  34
733710,20081030,     1,  1,  24,     6, -1,  10
733712,20081101,     8, -1,  35,     2,  1,  13
733712,20081101,     7,  1,  28,     3, -1,  21
733719,20081108,     4,  1,  41,     3, -1,   7
733719,20081108,     5,  1,  35,     7, -1,  17
733719,20081108,     1, -1,  26,     8,  1,  23
733725,20081114,     1, -1,  28,     3,  1,  20
733726,20081115,     5, -1,  49,     6,  1,  16
733726,20081115,     2, -1,  39,     7,  1,  14
733733,20081122,     1,  1,  28,     4, -1,  21
733733,20081122,     8, -1,  35,     3,  1,  21
733734,20081123,     6,  1,  17,     2, -1,  13
733739,20081128,     4,  1,  19,     8, -1,  15
733740,20081129,     1,  1,  30,     7, -1,  10
733745,20081204,     5,  1,  63,     3, -1,  14
733747,20081206,     4, -1,  34,     2,  1,  10
733747,20081206,     8,  1,  13,     6, -1,   7
