730730,20000902,     8,  1,  34,     1, -1,  14
730744,20000916,     7,  1,  49,     4, -1,   0
730751,20000923,     2, -1,  47,     8,  1,  10
730751,20000923,     3,  1,  29,     4, -1,  17
730756,20000928,     8, -1,  29,     6,  1,  24
730758,20000930,     2, -1,  64,     4,  1,   6
730758,20000930,     7, -1,  48,     1,  1,  34
730765,20001007,     5,  1,  24,     3, -1,  17
730765,20001007,     7,  1,  35,     6, -1,  13
730770,20001012,     7,  1,  48,     8, -1,  20
730772,20001014,     1,  1,  20,     5, -1,  13
730772,20001014,     6, -1,  48,     4,  1,  14
730779,20001021,     2, -1,  45,     6,  1,  17
730779,20001021,     3,  1,  42,     1, -1,  26
730779,20001021,     7, -1,  22,     5,  1,  14
730786,20001028,     1,  1,  42,     4, -1,  13
730786,20001028,     7,  1,  37,     3, -1,  34
730793,20001104,     1,  1,  31,     6, -1,   3
730793,20001104,     2,  1,  41,     7, -1,  21
730793,20001104,     5, -1,  31,     8,  1,  27
730800,20001111,     2,  1,  35,     3, -1,   7
730800,20001111,     5, -1,  31,     6,  1,  12
730800,20001111,     8, -1,  31,     4,  1,  24
730807,20001118,     2, -1,  26,     5,  1,   0
730807,20001118,     3, -1,   7,     6,  1,   0
730813,20001124,     3,  1,  38,     8, -1,  28
730814,20001125,     2,  1,  52,     1, -1,   6
730814,20001125,     5,  1,  49,     4, -1,  21
