732927,20060908,     4, -1,  33,     1,  1,  15
732948,20060929,     5, -1,  22,     6,  1,  20
732956,20061007,     6,  1,  38,     2, -1,  16
732956,20061007,     4, -1,  21,     7,  1,  11
732963,20061014,     3,  1,  23,     1, -1,  17
732963,20061014,     8,  1,  41,     7, -1,  17
732969,20061020,     8, -1,  37,     2,  1,  11
732970,20061021,     5, -1,  20,     4,  1,  10
732970,20061021,     3, -1,  28,     7,  1,  13
732971,20061022,     1,  1,  23,     6, -1,   6
732977,20061028,     1,  1,  17,     7, -1,   3
732978,20061029,     5,  1,  24,     2, -1,  13
732982,20061102,     3,  1,  44,     8, -1,  34
732984,20061104,     6,  1,  22,     4, -1,  12
732989,20061109,     5,  1,  28,     3, -1,  25
732991,20061111,     2,  1,  46,     4, -1,  45
732991,20061111,     6,  1,  27,     7, -1,  10
732991,20061111,     8,  1,  42,     1, -1,  24
732996,20061116,     8, -1,  45,     4,  1,  27
732998,20061118,     1,  1,  30,     5, -1,  11
732998,20061118,     3,  1,  31,     6, -1,   8
732998,20061118,     7,  1,  20,     2, -1,  14
733005,20061125,     1, -1,  26,     2,  1,  23
733005,20061125,     3, -1,  48,     4,  1,  24
733005,20061125,     5,  1,  38,     7, -1,   7
733005,20061125,     6, -1,  24,     8,  1,  19
733012,20061202,     3,  1,  48,     2, -1,  17
733012,20061202,     8,  1,  41,     5, -1,  39
