730009,19980912,     1,  1,  41,     4, -1,  14
730016,19980919,     1,  1,  31,     6, -1,   7
730016,19980919,     5,  1,  70,     4, -1,  14
730016,19980919,     7, -1,  27,     2,  1,  20
730023,19980926,     7,  1,  27,     3, -1,   7
730030,19981003,     2, -1,  53,     4,  1,  17
730035,19981008,     7, -1,  17,     1,  1,   0
730037,19981010,     8, -1,  37,     6,  1,   7
730044,19981017,     4, -1,  25,     3,  1,  21
730044,19981017,     5, -1,  42,     1,  1,  25
730044,19981017,     6, -1,  28,     7,  1,  24
730051,19981024,     2, -1,  34,     8,  1,  31
730058,19981031,     2,  1,  35,     1, -1,  17
730058,19981031,     4,  1,  21,     6, -1,  10
730058,19981031,     5,  1,  45,     3, -1,  28
730058,19981031,     7,  1,  27,     8, -1,  13
730065,19981107,     6, -1,  34,     3,  1,  33
730065,19981107,     8,  1,  35,     5, -1,  28
730072,19981114,     1, -1,  23,     3,  1,  15
730072,19981114,     2, -1,  42,     6,  1,   7
730072,19981114,     5,  1,  28,     7, -1,  26
730072,19981114,     8, -1,  28,     4,  1,  14
730077,19981119,     2,  1,  38,     3, -1,  10
730079,19981121,     5, -1,  38,     6,  1,   7
730079,19981121,     7,  1,  47,     4, -1,   7
730079,19981121,     8,  1,  35,     1, -1,  10
730085,19981127,     8, -1,  52,     3,  1,  14
730086,19981128,     5,  1,  66,     2, -1,  13
