731094,20010901,     1,  1,  34,     8, -1,  10
731101,20010908,     2,  1,  61,     4, -1,   0
731115,20010922,     7, -1,  50,     4,  1,   0
731120,20010927,     2, -1,  43,     3,  1,  21
731129,20011006,     1,  1,  33,     6, -1,  10
731129,20011006,     5, -1,  24,     4,  1,  17
731129,20011006,     7, -1,  35,     8,  1,   0
731136,20011013,     5, -1,  42,     3,  1,  10
731136,20011013,     6,  1,  30,     4, -1,   5
731136,20011013,     7,  1,  34,     1, -1,  20
731143,20011020,     1,  1,  45,     3, -1,   7
731143,20011020,     5,  1,  45,     6, -1,   3
731148,20011025,     2,  1,  45,     8, -1,   3
731150,20011027,     3, -1,  33,     6,  1,   7
731150,20011027,     5, -1,  22,     7,  1,  14
731157,20011103,     2,  1,  38,     6, -1,   0
731157,20011103,     3,  1,  38,     7, -1,   7
731157,20011103,     8,  1,  80,     4, -1,   7
731164,20011110,     2, -1,  18,     1,  1,   7
731164,20011110,     3, -1,  42,     4,  1,   0
731164,20011110,     5,  1,  24,     8, -1,  13
731164,20011110,     7, -1,  35,     6,  1,   0
731171,20011117,     1, -1,  38,     4,  1,   7
731171,20011117,     2,  1,  59,     5, -1,   0
731171,20011117,     6, -1,  17,     8,  1,  14
731178,20011124,     3, -1,  23,     8,  1,  17
731178,20011124,     5,  1,  39,     1, -1,  28
731185,20011201,     2, -1,  26,     7,  1,  24
