731843,20030920,     2, -1,  33,     1,  1,  14
731855,20031002,     2,  1,  22,     8, -1,  20
731857,20031004,     7, -1,  48,     4,  1,  22
731864,20031011,     1, -1,  38,     6,  1,  13
731864,20031011,     7,  1,  51,     5, -1,   7
731864,20031011,     8,  1,  34,     4, -1,  19
731871,20031018,     2,  1,  52,     6, -1,  14
731871,20031018,     3, -1,  42,     4,  1,  32
731871,20031018,     5,  1,  39,     1, -1,  14
731875,20031022,     8,  1,  28,     7, -1,   7
731878,20031025,     3,  1,  34,     5, -1,  14
731878,20031025,     4, -1,  30,     6,  1,  14
731885,20031101,     3, -1,  24,     1,  1,  13
731885,20031101,     7,  1,  31,     2, -1,   7
731892,20031108,     3,  1,  31,     7, -1,  28
731892,20031108,     5,  1,  41,     6, -1,  17
731892,20031108,     8, -1,  35,     1,  1,  28
731899,20031115,     1, -1,  35,     4,  1,  25
731899,20031115,     2,  1,  17,     5, -1,  10
731899,20031115,     7, -1,  24,     6,  1,  23
731899,20031115,     8,  1,  52,     3, -1,  31
731906,20031122,     1, -1,  34,     7,  1,  27
731906,20031122,     2,  1,  34,     4, -1,  10
731906,20031122,     3, -1,  30,     6,  1,  16
731906,20031122,     8, -1,  34,     5,  1,  23
731913,20031129,     2, -1,  28,     3,  1,  14
731913,20031129,     4,  1,  24,     5, -1,   7
731913,20031129,     8,  1,  45,     6, -1,  28
